x	y	group
1	4	-1
2	3	-1
3	4.66666666666667	-1
4	2.5	-1
5	3.6	-1
6	2.66666666666667	-1
7	3.28571428571429	-1
8	3.75	-1
9	4.44444444444444	-1
10	3.6	-1
11	4.36363636363636	-1
12	3	-1
13	4.07692307692308	-1
14	3.21428571428571	-1
15	3.4	-1
16	3.5625	-1
17	3.64705882352941	-1
18	3.66666666666667	-1
19	4.15789473684211	-1
20	3.45	-1
21	3.95238095238095	-1
22	3.77272727272727	-1
23	4.04347826086957	-1
24	4.08333333333333	-1
25	4	-1
26	3.96153846153846	-1
27	4.18518518518519	-1
28	4.28571428571429	-1
29	3.72413793103448	-1
30	3.83333333333333	-1
31	4.06451612903226	-1
32	4.09375	-1
33	3.75757575757576	-1
34	4.02941176470588	-1
35	4.11428571428571	-1
36	3.97222222222222	-1
37	3.91891891891892	-1
38	3.31578947368421	-1
39	4.07692307692308	-1
40	3.125	-1
41	3.87804878048781	-1
42	3.97619047619048	-1
43	3.58139534883721	-1
44	4.04545454545455	-1
45	3.62222222222222	-1
46	3.65217391304348	-1
47	3.80851063829787	-1
48	3.41666666666667	-1
49	3.42857142857143	-1
50	3.9	-1
51	3.52941176470588	-1
52	3.65384615384615	-1
53	3.79245283018868	-1
54	3.75925925925926	-1
55	3.96363636363636	-1
56	3.82142857142857	-1
57	3.70175438596491	-1
58	3.72413793103448	-1
59	3.57627118644068	-1
60	3.66666666666667	-1
61	3.78688524590164	-1
62	3.88709677419355	-1
63	3.6031746031746	-1
64	4.09375	-1
65	4.03076923076923	-1
66	3.83333333333333	-1
67	3.61194029850746	-1
68	3.64705882352941	-1
69	3.34782608695652	-1
70	3.67142857142857	-1
71	3.50704225352113	-1
72	3.58333333333333	-1
73	3.49315068493151	-1
74	3.63513513513514	-1
75	3.6	-1
76	3.52631578947368	-1
77	3.90909090909091	-1
78	3.42307692307692	-1
79	3.77215189873418	-1
80	3.6375	-1
81	3.65432098765432	-1
82	3.89024390243902	-1
83	3.59036144578313	-1
84	3.66666666666667	-1
85	3.47058823529412	-1
86	3.61627906976744	-1
87	3.71264367816092	-1
88	3.48863636363636	-1
89	3.65168539325843	-1
90	3.78888888888889	-1
91	3.64835164835165	-1
92	3.71739130434783	-1
93	3.63440860215054	-1
94	3.76595744680851	-1
95	3.89473684210526	-1
96	3.625	-1
97	3.7319587628866	-1
98	3.80612244897959	-1
99	3.19191919191919	-1
100	3.7	-1
101	3.64356435643564	-1
102	3.56862745098039	-1
103	3.54368932038835	-1
104	3.64423076923077	-1
105	3.63809523809524	-1
106	3.18867924528302	-1
107	3.75700934579439	-1
108	3.40740740740741	-1
109	3.6697247706422	-1
110	3.31818181818182	-1
111	3.53153153153153	-1
112	3.6875	-1
113	3.53982300884956	-1
114	3.44736842105263	-1
115	3.74782608695652	-1
116	3.69827586206897	-1
117	3.64102564102564	-1
118	3.51694915254237	-1
119	3.69747899159664	-1
120	3.49166666666667	-1
121	3.44628099173554	-1
122	3.4672131147541	-1
123	3.61788617886179	-1
124	3.94354838709677	-1
125	3.688	-1
126	3.71428571428571	-1
127	3.66929133858268	-1
128	3.53125	-1
129	3.74418604651163	-1
130	3.7	-1
131	3.80152671755725	-1
132	3.48484848484849	-1
133	3.57142857142857	-1
134	3.23134328358209	-1
135	3.62222222222222	-1
136	3.59558823529412	-1
137	3.77372262773723	-1
138	3.65217391304348	-1
139	3.8273381294964	-1
140	3.62142857142857	-1
141	3.45390070921986	-1
142	3.6056338028169	-1
143	3.57342657342657	-1
144	3.74305555555556	-1
145	3.6	-1
146	3.65068493150685	-1
147	3.78231292517007	-1
148	3.27702702702703	-1
149	3.77852348993289	-1
150	3.45333333333333	-1
151	3.56953642384106	-1
152	3.59868421052632	-1
153	3.52941176470588	-1
154	3.81168831168831	-1
155	3.65161290322581	-1
156	3.83974358974359	-1
157	3.45222929936306	-1
158	3.63924050632911	-1
159	3.48427672955975	-1
160	3.56875	-1
161	3.72049689440994	-1
162	3.38271604938272	-1
163	3.63803680981595	-1
164	3.58536585365854	-1
165	3.56363636363636	-1
166	3.63855421686747	-1
167	3.82035928143713	-1
168	3.625	-1
169	3.71005917159763	-1
170	3.57058823529412	-1
171	3.50292397660819	-1
172	3.61627906976744	-1
173	3.52023121387283	-1
174	3.86781609195402	-1
175	3.65142857142857	-1
176	3.70454545454545	-1
177	3.5819209039548	-1
178	3.66292134831461	-1
179	3.58659217877095	-1
180	3.54444444444444	-1
181	3.59116022099448	-1
182	3.74175824175824	-1
183	3.44262295081967	-1
184	3.68478260869565	-1
185	3.7027027027027	-1
186	3.58064516129032	-1
187	3.82352941176471	-1
188	3.72872340425532	-1
189	3.47619047619048	-1
190	3.67894736842105	-1
191	3.46596858638744	-1
192	3.6875	-1
193	3.68911917098446	-1
194	3.64948453608247	-1
195	3.64102564102564	-1
196	3.68877551020408	-1
197	3.55329949238579	-1
198	3.63636363636364	-1
199	3.80904522613065	-1
200	3.515	-1
201	3.54726368159204	-1
202	3.85148514851485	-1
203	3.66009852216749	-1
204	3.66666666666667	-1
205	3.58048780487805	-1
206	3.47087378640777	-1
207	3.54106280193237	-1
208	3.74038461538462	-1
209	3.80382775119617	-1
210	3.5952380952381	-1
211	3.66824644549763	-1
212	3.57547169811321	-1
213	3.56807511737089	-1
214	3.63551401869159	-1
215	3.86046511627907	-1
216	3.52314814814815	-1
217	3.60829493087558	-1
218	3.61467889908257	-1
219	3.68036529680365	-1
220	3.45909090909091	-1
221	3.44796380090498	-1
222	3.74324324324324	-1
223	3.68161434977579	-1
224	3.67410714285714	-1
225	3.87555555555556	-1
226	3.63716814159292	-1
227	3.6431718061674	-1
228	3.50877192982456	-1
229	3.55458515283843	-1
230	3.56521739130435	-1
231	3.59307359307359	-1
232	3.46551724137931	-1
233	3.50214592274678	-1
234	3.44017094017094	-1
235	3.7531914893617	-1
236	3.80932203389831	-1
237	3.72573839662447	-1
238	3.54621848739496	-1
239	3.72803347280335	-1
240	3.69166666666667	-1
241	3.46473029045643	-1
242	3.76859504132231	-1
243	3.45267489711934	-1
244	3.48360655737705	-1
245	3.5265306122449	-1
246	3.88211382113821	-1
247	3.54655870445344	-1
248	3.66935483870968	-1
249	3.65461847389558	-1
250	3.592	-1
251	3.53386454183267	-1
252	3.70238095238095	-1
253	3.79841897233202	-1
254	3.70866141732283	-1
255	3.72941176470588	-1
256	3.6171875	-1
257	3.60311284046693	-1
258	3.74418604651163	-1
259	3.57528957528958	-1
260	3.64615384615385	-1
261	3.65134099616858	-1
262	3.58015267175573	-1
263	3.61977186311787	-1
264	3.66287878787879	-1
265	3.8	-1
266	3.56766917293233	-1
267	3.57303370786517	-1
268	3.71268656716418	-1
269	3.64684014869889	-1
270	3.6962962962963	-1
271	3.53136531365314	-1
272	3.57352941176471	-1
273	3.53113553113553	-1
274	3.74452554744526	-1
275	3.64727272727273	-1
276	3.6195652173913	-1
277	3.54512635379061	-1
278	3.68705035971223	-1
279	3.84229390681004	-1
280	3.45	-1
281	3.5729537366548	-1
282	3.74822695035461	-1
283	3.65371024734982	-1
284	3.65492957746479	-1
285	3.60701754385965	-1
286	3.73776223776224	-1
