x	y	group
1	2	-1
2	5.5	-1
3	6.66666666666667	-1
4	6.25	-1
5	7	-1
6	4.83333333333333	-1
7	5.85714285714286	-1
8	6.625	-1
9	7.88888888888889	-1
10	7.1	-1
11	6.90909090909091	-1
12	7	-1
13	5	-1
14	5.21428571428571	-1
15	6.06666666666667	-1
16	5.75	-1
17	6.41176470588235	-1
18	6.44444444444445	-1
19	6.8421052631579	-1
20	7.5	-1
21	5.47619047619048	-1
22	7.54545454545455	-1
23	6.08695652173913	-1
24	6.875	-1
25	7.16	-1
26	5.19230769230769	-1
27	4.88888888888889	-1
28	6.07142857142857	-1
29	5.58620689655172	-1
30	6.33333333333333	-1
31	6.12903225806452	-1
32	5.09375	-1
33	6.54545454545455	-1
34	6.73529411764706	-1
35	6.82857142857143	-1
36	5.44444444444445	-1
37	5.94594594594595	-1
38	6.55263157894737	-1
39	6.33333333333333	-1
40	5.8	-1
41	6.29268292682927	-1
42	5.69047619047619	-1
43	6.72093023255814	-1
44	6.63636363636364	-1
45	7.04444444444444	-1
46	5.82608695652174	-1
47	6.36170212765958	-1
48	7.20833333333333	-1
49	6.28571428571429	-1
50	5.2	-1
51	6.37254901960784	-1
52	5.80769230769231	-1
53	5.86792452830189	-1
54	7.18518518518519	-1
55	5.10909090909091	-1
56	6.10714285714286	-1
57	5.45614035087719	-1
58	5.94827586206897	-1
59	5.91525423728814	-1
60	6.7	-1
61	6.70491803278689	-1
62	5.2741935483871	-1
63	6.58730158730159	-1
64	6.765625	-1
65	5.83076923076923	-1
66	7.09090909090909	-1
67	6.14925373134328	-1
68	5.73529411764706	-1
69	6.86956521739131	-1
70	6.61428571428571	-1
71	6.57746478873239	-1
72	6.76388888888889	-1
73	6.41095890410959	-1
74	5.5945945945946	-1
75	6.34666666666667	-1
76	5.94736842105263	-1
77	7.07792207792208	-1
78	6.94871794871795	-1
79	6.81012658227848	-1
80	6.5125	-1
81	5.88888888888889	-1
82	6.54878048780488	-1
83	5.79518072289157	-1
84	6.42857142857143	-1
85	6.64705882352941	-1
86	6.2906976744186	-1
87	7.05747126436782	-1
88	5.96590909090909	-1
89	6.19101123595506	-1
90	6.26666666666667	-1
91	6.51648351648352	-1
92	6.84782608695652	-1
93	6.34408602150538	-1
94	6.07446808510638	-1
95	6.10526315789474	-1
96	6.34375	-1
97	6.63917525773196	-1
98	6.01020408163265	-1
