x	y	showSelected1
1	6	1
2	5	2
3	3.66666666666667	3
4	2.75	4
5	3	5
6	3	6
7	3.57142857142857	7
8	3.375	8
9	3.77777777777778	9
10	3.1	10
11	3.81818181818182	11
12	3	12
13	3.76923076923077	13
14	2.85714285714286	14
15	4.13333333333333	15
16	3.875	16
17	4.05882352941176	17
18	3.27777777777778	18
19	3.57894736842105	19
20	3.65	20
21	3.0952380952381	21
22	3.77272727272727	22
23	3.04347826086957	23
24	3.41666666666667	24
25	3.36	25
26	3.46153846153846	26
27	3.55555555555556	27
28	3.82142857142857	28
29	2.93103448275862	29
30	3.46666666666667	30
31	3.06451612903226	31
32	2.8125	32
33	3.87878787878788	33
34	3.79411764705882	34
35	3.42857142857143	35
36	3.44444444444444	36
37	3.51351351351351	37
38	3.60526315789474	38
39	2.84615384615385	39
40	3.475	40
41	3.07317073170732	41
42	3.28571428571429	42
43	3.16279069767442	43
44	3.06818181818182	44
45	3.55555555555556	45
46	3.73913043478261	46
47	3.34042553191489	47
48	3.64583333333333	48
49	3.3265306122449	49
50	3.38	50
51	3.35294117647059	51
52	3.61538461538462	52
53	3.30188679245283	53
54	3.24074074074074	54
55	3.56363636363636	55
56	3.28571428571429	56
57	3.2280701754386	57
58	3.72413793103448	58
59	3.30508474576271	59
60	3.21666666666667	60
61	3.45901639344262	61
62	3.5	62
63	3.25396825396825	63
64	3.484375	64
65	3.49230769230769	65
66	3.62121212121212	66
67	3.43283582089552	67
68	3.47058823529412	68
69	3.21739130434783	69
70	3.5	70
71	3.45070422535211	71
72	3.73611111111111	72
73	3.73972602739726	73
74	3.22972972972973	74
75	3.34666666666667	75
76	3.5	76
77	3.5974025974026	77
78	3.12820512820513	78
79	3.58227848101266	79
80	3.525	80
81	3.02469135802469	81
82	3.53658536585366	82
83	3.51807228915663	83
84	3.72619047619048	84
85	3.45882352941177	85
86	3.2906976744186	86
87	3.40229885057471	87
88	3.56818181818182	88
89	3.38202247191011	89
90	3.1	90
91	3.24175824175824	91
92	3.30434782608696	92
93	3.37634408602151	93
94	3.5	94
95	3.47368421052632	95
96	3.4375	96
97	3.68041237113402	97
98	3.73469387755102	98
99	3.74747474747475	99
100	3.25	100
101	3.54455445544554	101
102	3.63725490196078	102
103	3.29126213592233	103
104	3.30769230769231	104
105	3.45714285714286	105
106	3.57547169811321	106
107	3.4392523364486	107
108	3.5	108
109	3.55963302752294	109
110	3.78181818181818	110
111	3.56756756756757	111
112	3.6875	112
113	3.35398230088496	113
114	3.2719298245614	114
115	3.6695652173913	115
116	3.17241379310345	116
117	3.26495726495727	117
118	3.49152542372881	118
119	3.35294117647059	119
120	3.58333333333333	120
121	3.71074380165289	121
122	3.62295081967213	122
123	3.47967479674797	123
124	3.31451612903226	124
125	3.4	125
126	3.38095238095238	126
127	3.22047244094488	127
128	3.515625	128
129	3.26356589147287	129
130	3.32307692307692	130
131	3.61832061068702	131
132	3.35606060606061	132
133	3.43609022556391	133
134	3.35820895522388	134
135	3.59259259259259	135
136	3.38235294117647	136
137	3.36496350364964	137
138	3.69565217391304	138
139	3.32374100719425	139
140	3.40714285714286	140
141	3.40425531914894	141
142	3.48591549295775	142
143	3.35664335664336	143
144	3.49305555555556	144
145	3.12413793103448	145
146	3.30821917808219	146
147	3.45578231292517	147
148	3.41891891891892	148
149	3.41610738255034	149
150	3.58666666666667	150
151	3.57615894039735	151
152	3.57894736842105	152
153	3.77124183006536	153
154	3.68181818181818	154
155	3.6258064516129	155
156	3.41025641025641	156
157	3.5031847133758	157
158	3.36708860759494	158
159	3.58490566037736	159
160	3.56875	160
161	3.50931677018634	161
162	3.41975308641975	162
163	3.52760736196319	163
164	3.42073170731707	164
165	3.39393939393939	165
166	3.5421686746988	166
167	3.4311377245509	167
168	3.54166666666667	168
169	3.56213017751479	169
170	3.45882352941177	170
171	3.36842105263158	171
172	3.29651162790698	172
173	3.58381502890173	173
174	3.36206896551724	174
175	3.48571428571429	175
176	3.6875	176
177	3.3728813559322	177
178	3.40449438202247	178
179	3.44134078212291	179
180	3.33888888888889	180
181	3.39779005524862	181
182	3.61538461538462	182
183	3.49180327868852	183
184	3.45108695652174	184
185	3.36756756756757	185
186	3.5	186
187	3.47058823529412	187
188	3.63297872340426	188
189	3.56084656084656	189
190	3.45789473684211	190
191	3.56544502617801	191
192	3.45833333333333	192
193	3.39378238341969	193
194	3.34536082474227	194
195	3.65128205128205	195
196	3.5	196
197	3.68527918781726	197
198	3.62626262626263	198
199	3.62311557788945	199
200	3.505	200
201	3.5771144278607	201
202	3.54950495049505	202
203	3.47290640394089	203
204	3.32352941176471	204
205	3.66341463414634	205
206	3.46601941747573	206
207	3.56521739130435	207
208	3.56730769230769	208
209	3.40191387559809	209
210	3.51904761904762	210
211	3.57345971563981	211
212	3.33962264150943	212
213	3.4037558685446	213
214	3.3411214953271	214
215	3.45581395348837	215
216	3.39351851851852	216
217	3.61290322580645	217
218	3.41284403669725	218
219	3.37442922374429	219
220	3.39090909090909	220
221	3.55203619909502	221
222	3.44594594594595	222
223	3.58744394618834	223
224	3.5	224
225	3.68	225
226	3.57522123893805	226
