x	y	group
1	39	-1
2	23	-1
3	30.6666666666667	-1
4	36.5	-1
5	31.8	-1
6	25.8333333333333	-1
7	30.5714285714286	-1
8	31.875	-1
9	29.5555555555556	-1
10	31.6	-1
11	33.9090909090909	-1
12	31.8333333333333	-1
13	31	-1
14	31.1428571428571	-1
15	33.2	-1
16	28.5625	-1
17	29.4705882352941	-1
18	32.2777777777778	-1
19	29.8421052631579	-1
20	30.5	-1
21	30.6666666666667	-1
22	33.1818181818182	-1
23	30.0869565217391	-1
24	30.75	-1
25	30.76	-1
26	31.8076923076923	-1
27	31.3333333333333	-1
28	31.3214285714286	-1
29	28.448275862069	-1
30	30.8333333333333	-1
31	32.6774193548387	-1
32	30.28125	-1
33	30.7878787878788	-1
34	30.5	-1
35	31.7142857142857	-1
36	29.8333333333333	-1
37	29.6216216216216	-1
38	31.8157894736842	-1
39	29.8461538461538	-1
40	31.975	-1
41	30.1951219512195	-1
42	31.1190476190476	-1
43	30.8372093023256	-1
44	30.3863636363636	-1
45	32.0222222222222	-1
46	31.7391304347826	-1
47	30	-1
48	31.8541666666667	-1
49	29.8367346938776	-1
50	30.46	-1
51	31.2549019607843	-1
52	31.6730769230769	-1
53	32.0754716981132	-1
54	30.2962962962963	-1
55	31.2181818181818	-1
56	31.4285714285714	-1
57	31.9122807017544	-1
58	31.0862068965517	-1
59	31.1186440677966	-1
60	29.5333333333333	-1
61	31.0491803278689	-1
62	31.5	-1
63	31.0793650793651	-1
64	30.90625	-1
65	31.6307692307692	-1
66	29.2878787878788	-1
67	31.1641791044776	-1
68	30.6176470588235	-1
69	30.3768115942029	-1
70	31.2142857142857	-1
71	30.0704225352113	-1
72	29.75	-1
73	30.2054794520548	-1
74	31.6081081081081	-1
75	31.6266666666667	-1
76	30.921052631579	-1
77	31.1168831168831	-1
78	31.4358974358974	-1
79	31.5696202531646	-1
80	31.1125	-1
81	31.679012345679	-1
82	31.8414634146341	-1
83	31.6024096385542	-1
84	31.0476190476191	-1
85	32.1058823529412	-1
86	31.3139534883721	-1
87	29.6781609195402	-1
88	30.9204545454546	-1
89	31.8876404494382	-1
90	31.7888888888889	-1
91	30.0989010989011	-1
92	31.6630434782609	-1
93	30.5376344086022	-1
94	31.4148936170213	-1
95	30.9157894736842	-1
96	31.5	-1
97	31.1134020618557	-1
98	32.6734693877551	-1
99	31.1717171717172	-1
100	30.51	-1
101	32.3762376237624	-1
102	31.3921568627451	-1
103	30.1553398058252	-1
104	30.9230769230769	-1
105	30.9428571428571	-1
106	31.3207547169811	-1
107	32.2242990654206	-1
108	30.3703703703704	-1
109	31.2385321100917	-1
110	31.0363636363636	-1
111	31.8468468468469	-1
112	31.0982142857143	-1
113	30.1061946902655	-1
114	30.9385964912281	-1
115	31.0260869565217	-1
116	30.5086206896552	-1
117	31.3675213675214	-1
118	30.5	-1
119	32.2100840336135	-1
120	32.1083333333333	-1
121	32.4710743801653	-1
122	31.0819672131148	-1
123	30.2276422764228	-1
124	31.1693548387097	-1
125	30.136	-1
126	30.7301587301587	-1
127	30.5354330708661	-1
128	30.5703125	-1
129	30.5658914728682	-1
130	31.0076923076923	-1
131	30.6564885496183	-1
132	31.8863636363636	-1
133	30.9097744360902	-1
134	31.1865671641791	-1
135	32.2074074074074	-1
136	30.7426470588235	-1
137	31.4890510948905	-1
138	30.7536231884058	-1
139	30.1510791366907	-1
140	31.7285714285714	-1
141	30.6808510638298	-1
142	30.9366197183099	-1
143	30.6013986013986	-1
144	30.8680555555556	-1
145	31.1379310344828	-1
146	30.2602739726027	-1
147	30.5102040816327	-1
148	30.9391891891892	-1
149	31.0738255033557	-1
150	31.5866666666667	-1
151	30.3973509933775	-1
152	30.3026315789474	-1
153	30.3856209150327	-1
154	31.3831168831169	-1
155	31.1290322580645	-1
156	30.5576923076923	-1
157	31.7324840764331	-1
158	30.9873417721519	-1
159	30.4025157232704	-1
160	31.1875	-1
161	30.3105590062112	-1
162	30.9382716049383	-1
163	31.2638036809816	-1
164	30.7926829268293	-1
165	31.3030303030303	-1
166	30.3795180722892	-1
167	31.4670658682635	-1
168	30.8571428571429	-1
169	31.3550295857988	-1
