x	y	showSelected1
1	6	1
2	2	2
3	4	3
4	3.25	4
5	4.2	5
6	2.5	6
7	3.14285714285714	7
8	3.875	8
9	3.33333333333333	9
10	3	10
11	3	11
12	3.58333333333333	12
13	4.15384615384615	13
14	4.07142857142857	14
15	3.13333333333333	15
16	3.5	16
17	4	17
18	4.38888888888889	18
19	3.84210526315789	19
20	3.05	20
21	4.0952380952381	21
22	3.36363636363636	22
23	3	23
24	3.75	24
25	3.36	25
26	3.57692307692308	26
27	3.22222222222222	27
28	3.67857142857143	28
29	3.62068965517241	29
30	3.23333333333333	30
31	3.12903225806452	31
32	3.15625	32
33	3.06060606060606	33
34	3.52941176470588	34
35	3.25714285714286	35
36	3.52777777777778	36
37	3.83783783783784	37
38	3.73684210526316	38
39	3.30769230769231	39
40	3.35	40
41	3.92682926829268	41
42	3.76190476190476	42
43	3.46511627906977	43
44	4	44
45	3.24444444444444	45
46	3.19565217391304	46
47	3.34042553191489	47
48	3.45833333333333	48
49	3.3469387755102	49
50	3.48	50
51	3.76470588235294	51
52	3.55769230769231	52
53	4.0377358490566	53
54	3.2962962962963	54
55	3.27272727272727	55
56	3.55357142857143	56
57	3.64912280701754	57
58	3.5	58
59	3.72881355932203	59
60	3.7	60
61	3.88524590163934	61
62	3.38709677419355	62
63	3.49206349206349	63
64	3.921875	64
65	3.53846153846154	65
66	3.57575757575758	66
67	3.52238805970149	67
68	3.55882352941176	68
69	3.85507246376812	69
70	3.61428571428571	70
71	3.29577464788732	71
72	3.5	72
73	4.04109589041096	73
74	3.2027027027027	74
75	2.98666666666667	75
76	3.82894736842105	76
77	3.54545454545455	77
78	3.42307692307692	78
79	3.77215189873418	79
80	3.6875	80
81	3.34567901234568	81
82	3.39024390243902	82
83	3.56626506024096	83
84	3.73809523809524	84
85	3.71764705882353	85
86	3.44186046511628	86
87	3.68965517241379	87
88	3.76136363636364	88
89	3.59550561797753	89
90	3.48888888888889	90
91	3.43956043956044	91
92	3.52173913043478	92
93	3.46236559139785	93
94	3.5	94
95	3.30526315789474	95
96	3.58333333333333	96
97	3.44329896907217	97
98	3.68367346938776	98
99	3.54545454545455	99
100	3.52	100
101	3.0990099009901	101
102	3.69607843137255	102
103	3.2621359223301	103
104	3.625	104
105	3.31428571428571	105
106	3.35849056603774	106
