colour	x	y	showSelectedlegendcolour	fill
#F564E3	28.6654854677618	27.7834294842556	US	#F564E3
#F564E3	31.7855751652271	26.0196937035769	US	#F564E3
#F564E3	32.2223919296637	28.046163539961	US	#F564E3
#F564E3	24.7094427840784	32.1644493184984	US	#F564E3
#F564E3	36.6047377642244	31.3062020907179	US	#F564E3
#F564E3	32.8781647183001	28.8806206690148	US	#F564E3
#00BFC4	27.755550926365	32.0704031622037	IN	#00BFC4
#F564E3	28.6858034199104	29.925456892699	US	#F564E3
#F564E3	38.2732202649117	25.0212077112868	US	#F564E3
#F564E3	31.2987472621724	31.6864465564489	US	#F564E3
#F564E3	23.1736617350951	26.3237946221605	US	#F564E3
#F564E3	32.1976785222068	32.1545260410756	US	#F564E3
#00BA38	25.8886925593019	28.1694695401937	GB	#00BA38
#F564E3	28.7816298078746	26.3128542251885	US	#F564E3
#F564E3	31.8844110302627	26.9324734350666	US	#F564E3
#B79F00	28.0223470132798	32.8504320805892	CA	#B79F00
#F564E3	27.71432949882	35.1965918265283	US	#F564E3
#F564E3	33.7590495254844	33.6540488282219	US	#F564E3
#F564E3	28.1734572319314	29.7466763710603	US	#F564E3
#F564E3	38.661642167531	31.8892239747569	US	#F564E3
#F564E3	36.0309738915414	29.0864664264023	US	#F564E3
#F564E3	29.6372613875195	32.383477942273	US	#F564E3
#F564E3	25.9152814619243	30.1452383346856	US	#F564E3
#F564E3	35.2082587834448	32.2166089678183	US	#F564E3
#00BA38	30.6724340040237	29.6571678183973	GB	#00BA38
#F564E3	37.3032333826646	23.3178725065664	US	#F564E3
#00BA38	25.0489297090098	31.3306705225259	GB	#00BA38
#F564E3	29.1672386636958	23.7185393471271	US	#F564E3
#F564E3	26.3996111307293	31.1131347175688	US	#F564E3
#F564E3	31.0396582845599	24.9288739163429	US	#F564E3
#F564E3	33.2151397617534	29.1311679976061	US	#F564E3
#F564E3	38.0182645490393	28.0511558035389	US	#F564E3
#B79F00	38.0470847766846	32.6816154949367	CA	#B79F00
#F564E3	33.1340549424291	34.72408429645	US	#F564E3
#F564E3	28.2067914927378	29.7368293246254	US	#F564E3
#F564E3	34.792095156759	25.7691263983026	US	#F564E3
#F564E3	34.6851001694798	23.2804745027795	US	#F564E3
#00BFC4	21.6018497813493	23.7964662700891	IN	#00BFC4
#F564E3	31.7959905531257	27.8855976028368	US	#F564E3
#F564E3	32.3439629042521	29.8360949866474	US	#F564E3
#00BA38	34.6490462267771	22.1047595184296	GB	#00BA38
#F564E3	32.2506685409695	27.2125663354993	US	#F564E3
#F564E3	34.8991940736771	26.1183821756393	US	#F564E3
#F564E3	26.8286505419761	31.2060230975971	US	#F564E3
#F564E3	37.2228856194764	34.2061807177961	US	#F564E3
#F564E3	23.0030683903024	31.2707514429465	US	#F564E3
#B79F00	21.8284825658426	28.230059662275	CA	#B79F00
#F564E3	27.1739263549447	32.1650050314143	US	#F564E3
#F564E3	23.3380531776696	35.2885020516813	US	#F564E3
#F564E3	39.0698908556253	28.1343515871093	US	#F564E3
#F564E3	24.1849174454808	29.3509871646762	US	#F564E3
#F564E3	39.6482901003212	25.0263241607696	US	#F564E3
#F564E3	29.978092112951	30.9615099020302	US	#F564E3
#F564E3	36.2272890623659	29.1236440213397	US	#F564E3
#00BA38	35.001320643723	31.7683685244992	GB	#00BA38
#F564E3	29.6534250965342	28.7437998553738	US	#F564E3
#F564E3	29.1682302905247	30.8750059563667	US	#F564E3
#F564E3	26.0926126664504	28.7935146711767	US	#F564E3
#00BA38	32.3451060257852	28.9232419747859	GB	#00BA38
#F564E3	24.1091735899448	30.8730848401785	US	#F564E3
#00BA38	28.1702256349847	27.8180018052459	GB	#00BA38
#F564E3	28.3578067407012	34.0794051455334	US	#F564E3
#F564E3	31.3188205728307	34.8243653856218	US	#F564E3
#F564E3	27.8279297661036	36.7277160272002	US	#F564E3
#F564E3	36.0089124931023	23.6187466178089	US	#F564E3
#F564E3	31.1214298946783	34.1870446046814	US	#F564E3
#F564E3	23.0867157330737	25.7677761744708	US	#F564E3
#F564E3	38.3076941411942	25.3559757694602	US	#F564E3
#F564E3	37.2931025436148	32.180525533855	US	#F564E3
#F564E3	23.7440574513748	32.3150779204443	US	#F564E3
#F564E3	29.7930644124746	25.8925394779071	US	#F564E3
#F564E3	32.2956082632765	30.2039407389239	US	#F564E3
#F564E3	32.7827977582812	28.0392380572856	US	#F564E3
#F564E3	28.0026535365731	29.7396903561428	US	#F564E3
#F564E3	28.1584608050063	29.3528485540301	US	#F564E3
#F564E3	21.1733550189063	29.2114301990718	US	#F564E3
#F564E3	34.028980717808	31.0468329483643	US	#F564E3
#F564E3	32.8462601728737	29.6607831824571	US	#F564E3
#00BA38	27.6212725581601	34.0973037587479	GB	#00BA38
#F564E3	34.7438221393153	28.604154718481	US	#F564E3
#F564E3	28.1704233946279	31.7111438307911	US	#F564E3
#00BA38	23.6276667004451	29.703641641885	GB	#00BA38
#F564E3	24.6644050264731	32.0894864438102	US	#F564E3
#00BA38	31.2981693966314	25.8186637949199	GB	#00BA38
#F564E3	39.1026425985619	32.7987745843828	US	#F564E3
#619CFF	28.2969859519973	30.686478766799	PH	#619CFF
#F564E3	22.0352074148133	30.7048359358683	US	#F564E3
#B79F00	27.754812521115	29.3650000296533	CA	#B79F00
#B79F00	22.1849214849994	26.7819577176124	CA	#B79F00
#F564E3	38.0817931545898	30.0009893354028	US	#F564E3
#F564E3	26.7838187290356	25.8792813807726	US	#F564E3
#F564E3	34.2689425235614	26.2343205245212	US	#F564E3
#F564E3	30.6384983407334	28.6484932111576	US	#F564E3
#F564E3	26.7298793589696	30.9909249870107	US	#F564E3
#F564E3	25.1815074145794	31.7842767583206	US	#F564E3
#F564E3	33.6773281335831	31.0857766866684	US	#F564E3
#F564E3	34.271965861693	28.7722672041506	US	#F564E3
#F564E3	35.9804343031719	30.1866395832971	US	#F564E3
#F8766D	21.6031113209203	25.3687292525545	AU	#F8766D
#F564E3	23.3481771633029	30.1474729606882	US	#F564E3
#F564E3	26.9143145279959	26.8963232886046	US	#F564E3
#B79F00	35.1250325692818	29.8916503254324	CA	#B79F00
#B79F00	28.6024754634127	29.8353655358777	CA	#B79F00
#00BFC4	25.9001557867974	32.1736164493486	IN	#00BFC4
#B79F00	28.1544585933909	32.6085624808446	CA	#B79F00
#F564E3	30.3913699785247	26.9647720104083	US	#F564E3
#F564E3	28.3354440027848	27.7408120896667	US	#F564E3
#F564E3	37.7692817430943	31.0954646043479	US	#F564E3
#619CFF	28.6050473608077	25.7701646223664	PH	#619CFF
#F564E3	34.2098484039307	32.2892605325207	US	#F564E3
#F564E3	35.8881245695055	36.203379047662	US	#F564E3
#F8766D	25.8284100595862	30.3902152126655	AU	#F8766D
#00BFC4	23.0197211038321	34.1182675331831	IN	#00BFC4
#F8766D	37.1487109525129	32.7677013160661	AU	#F8766D
#B79F00	28.251782695204	26.6805312013254	CA	#B79F00
#F564E3	39.6347228843719	26.9094898048788	US	#F564E3
#B79F00	25.2589084040374	34.3757884034887	CA	#B79F00
#F8766D	34.2184255864471	22.0944755524397	AU	#F8766D
#F564E3	37.6404326623306	30.6715814866126	US	#F564E3
#B79F00	33.0040633132681	28.9721271187067	CA	#B79F00
#F564E3	21.9955767543986	31.2923504350707	US	#F564E3
