x	y	group
1	4	-1
2	1	-1
3	4.66666666666667	-1
4	3.5	-1
5	3.8	-1
6	4.16666666666667	-1
7	4.14285714285714	-1
8	2.75	-1
9	3.77777777777778	-1
10	3.1	-1
11	3.90909090909091	-1
12	3.33333333333333	-1
13	3	-1
14	3.21428571428571	-1
15	3.66666666666667	-1
16	4.3125	-1
17	3.94117647058824	-1
18	3.72222222222222	-1
19	3.26315789473684	-1
20	3.2	-1
21	3.33333333333333	-1
22	3.54545454545455	-1
23	3.34782608695652	-1
24	3.625	-1
25	3.56	-1
26	3.38461538461538	-1
27	3.62962962962963	-1
28	3.32142857142857	-1
29	3.48275862068966	-1
30	3.73333333333333	-1
31	4.06451612903226	-1
32	3.78125	-1
33	3.21212121212121	-1
34	3.32352941176471	-1
35	3.62857142857143	-1
36	3.25	-1
37	3.97297297297297	-1
38	3.44736842105263	-1
39	3.71794871794872	-1
40	2.925	-1
41	3.17073170731707	-1
42	2.95238095238095	-1
43	3.88372093023256	-1
44	3.65909090909091	-1
45	3.77777777777778	-1
46	3.71739130434783	-1
47	3.51063829787234	-1
48	3.04166666666667	-1
49	3.42857142857143	-1
50	3.4	-1
51	3.19607843137255	-1
52	3.82692307692308	-1
53	3.54716981132076	-1
54	3.59259259259259	-1
55	3.38181818181818	-1
56	3.58928571428571	-1
57	3.43859649122807	-1
58	3.6551724137931	-1
59	3.23728813559322	-1
60	3.48333333333333	-1
61	3.13114754098361	-1
62	3.20967741935484	-1
63	3.25396825396825	-1
64	3.359375	-1
65	3.64615384615385	-1
66	3.51515151515152	-1
67	3.40298507462687	-1
68	3.67647058823529	-1
69	3.33333333333333	-1
70	3.2	-1
71	3.77464788732394	-1
72	3.52777777777778	-1
73	3.49315068493151	-1
74	3.40540540540541	-1
75	3.78666666666667	-1
76	3.10526315789474	-1
77	3.71428571428571	-1
78	3.11538461538462	-1
79	3.39240506329114	-1
80	3.6625	-1
81	3.25925925925926	-1
82	3.40243902439024	-1
83	3.5421686746988	-1
